seed,episode,average_reward,success_rate,epsilon,loss
7,490,-105.2,0.0,0.08576489601717459,9.38651632596044
7,500,-103.8,0.0,0.08157186144027828,8.366590113602578
21,10,-115.6,0.0,0.9511101304657719,5.643015549977621
21,20,-122.0,0.0,0.9046104802746175,11.01533009658539
21,30,-130.9,0.0,0.8603841919146962,9.892636409242446
21,40,-119.0,0.0,0.8183201210226743,8.868424224461464
21,50,-150.1,0.0,0.778312557068642,8.329360763214138
21,60,-115.9,0.0,0.7402609576967045,7.5245558012412745
21,70,-119.6,0.0,0.7040696960536299,8.38290869623827
21,80,-132.5,0.0,0.6696478204705644,8.712938528006886
21,90,-117.4,0.0,0.6369088258938781,8.581987059593558
21,100,-113.2,0.0,0.6057704364907278,8.463310549228968
21,110,-115.3,0.0,0.5761543988830038,8.587669459637338
21,120,-147.3,0.0,0.547986285490042,9.035696199267006
21,130,-117.8,0.0,0.5211953074858876,8.548727853588144
21,140,-106.3,10.0,0.49571413690105054,8.361394210292266
21,150,-118.9,0.0,0.47147873742168567,8.287793182510011
21,160,-85.3,20.0,0.4484282034609769,8.016163449473884
21,170,-51.0,30.0,0.42650460709830135,8.232431279720416
21,180,-93.1,10.0,0.40565285250151817,7.622897408220503
21,190,-105.7,10.0,0.3858205374665315,7.244169734350177
21,200,-107.8,0.0,0.3669578217261671,7.410478764285526
21,210,-89.1,10.0,0.34901730169741024,8.070469039537688
21,220,-91.3,10.0,0.33195389135223546,7.6339782637972515
21,230,-24.6,40.0,0.3157247089126454,7.43536451798028
21,240,-26.0,40.0,0.30028896908517405,7.26610129462266
21,250,15.6,60.0,0.285607880564032,7.251354998324939
21,260,44.4,70.0,0.27164454854530906,7.03014435208173
21,270,83.6,90.0,0.2583638820072446,6.7490555830092465
21,280,79.8,90.0,0.2457325055235537,6.9797104771937715
21,290,65.1,80.0,0.23371867538818816,6.921892170652809
21,300,45.3,70.0,0.22229219984074702,7.100395598452775
21,310,86.8,90.0,0.21142436319205632,6.693562451559077
21,320,107.3,100.0,0.2010878536592394,6.3221477971029865
21,330,87.2,90.0,0.1912566947289212,6.656157639065361
21,340,64.6,80.0,0.18190617987607657,6.1782818385989575
21,350,88.7,90.0,0.1730128104744653,6.187227628356348
21,360,1.0,50.0,0.16455423674261854,6.379277992447004
21,370,45.5,70.0,0.15650920157696743,6.244004420655824
21,380,24.5,60.0,0.14885748713096328,5.8236066178996175
21,390,3.8,50.0,0.14157986400593744,5.817156160997721
21,400,-80.9,10.0,0.1346580429260134,5.714257264320031
21,410,-83.7,10.0,0.12807462877562611,5.83164784256641
21,420,-104.6,0.0,0.12181307688414106,6.297413753804478
21,430,-81.5,10.0,0.11585765144771248,6.785480532175056
21,440,-104.0,0.0,0.11019338598389174,7.045464565168847
21,450,-101.5,0.0,0.10480604571960442,7.143989530639215
21,460,-81.2,10.0,0.0996820918179746,6.919186443574726
21,470,-101.5,0.0,0.09480864735409487,6.9631898337602625
21,480,-101.6,0.0,0.09017346495423652,7.8909879575979405
21,490,-102.6,0.0,0.08576489601717459,7.725107499100268
21,500,-101.2,0.0,0.08157186144027828,7.976339782456478
42,10,-131.5,0.0,0.9511101304657719,5.050530878822009
42,20,-130.8,0.0,0.9046104802746175,6.915258222987984
42,30,-132.2,0.0,0.8603841919146962,6.6789419023155405
42,40,-129.1,0.0,0.8183201210226743,6.798337975234993
42,50,-125.0,0.0,0.778312557068642,6.935003842324851
42,60,-122.0,0.0,0.7402609576967045,7.928009677735645
42,70,-118.4,0.0,0.7040696960536299,8.653731041329412
42,80,-96.6,10.0,0.6696478204705644,8.315395373236953
42,90,-115.3,0.0,0.6369088258938781,8.507869452155735
42,100,-77.5,20.0,0.6057704364907278,8.244342147085433
42,110,-111.8,10.0,0.5761543988830038,8.365225660497524
42,120,-113.4,0.0,0.547986285490042,7.788389862638617
42,130,-120.1,0.0,0.5211953074858876,8.297384330778192
42,140,-72.9,20.0,0.49571413690105054,9.156640604042313
42,150,-73.5,20.0,0.47147873742168567,8.56191997821435
42,160,-75.8,20.0,0.4484282034609769,8.310554265234819
42,170,-72.5,20.0,0.42650460709830135,8.65842697103583
42,180,-67.7,20.0,0.40565285250151817,8.395521478621093
42,190,-49.4,30.0,0.3858205374665315,8.166558911844865
42,200,-23.2,40.0,0.3669578217261671,7.810684085251668
42,210,-49.4,30.0,0.34901730169741024,8.153998338943275
42,220,-46.8,30.0,0.33195389135223546,7.517144494103341
42,230,6.2,60.0,0.3157247089126454,7.539538848792299
42,240,-25.1,40.0,0.30028896908517405,7.285351506724862
42,250,-93.9,10.0,0.285607880564032,7.6661741255481175
42,260,42.2,70.0,0.27164454854530906,7.306991525622003
42,270,27.8,70.0,0.2583638820072446,6.95675481095887
42,280,86.0,90.0,0.2457325055235537,7.437648734867014
42,290,44.1,70.0,0.23371867538818816,7.006987296047457
42,300,108.7,100.0,0.22229219984074702,6.617296655947567
42,310,86.1,90.0,0.21142436319205632,6.061859568463258
42,320,65.8,80.0,0.2010878536592394,6.69516195368975
42,330,66.0,80.0,0.1912566947289212,6.5040280124484156
42,340,88.3,90.0,0.18190617987607657,5.986484719836426
42,350,109.6,100.0,0.1730128104744653,6.184191730060911
42,360,67.8,80.0,0.16455423674261854,6.944257821158303
42,370,88.4,90.0,0.15650920157696743,5.700505101595014
42,380,50.0,70.0,0.14885748713096328,6.5241518049536635
42,390,23.8,60.0,0.14157986400593744,6.021740589734075
42,400,74.6,90.0,0.1346580429260134,6.228165364054209
42,410,111.8,100.0,0.12807462877562611,5.994557163860398
42,420,89.8,90.0,0.12181307688414106,5.673130845377378
42,430,48.1,70.0,0.11585765144771248,5.683274438594776
42,440,110.4,100.0,0.11019338598389174,5.737616540680508
42,450,47.4,70.0,0.10480604571960442,5.466294008467312
42,460,92.2,90.0,0.0996820918179746,5.8312837837092255
42,470,47.7,70.0,0.09480864735409487,6.555911151157258
42,480,114.2,100.0,0.09017346495423652,6.060317055951857
42,490,72.1,80.0,0.08576489601717459,6.012309826812856
42,500,48.8,70.0,0.08157186144027828,7.091165089604743
84,10,-133.1,0.0,0.9511101304657719,5.314804762261126
84,20,-130.7,0.0,0.9046104802746175,7.198935132063295
84,30,-117.8,0.0,0.8603841919146962,7.988507219728757
84,40,-128.1,0.0,0.8183201210226743,8.597629177858526
84,50,-131.4,0.0,0.778312557068642,8.250517361460115
84,60,-118.9,0.0,0.7402609576967045,7.861417419361689
84,70,-122.9,0.0,0.7040696960536299,8.494485865752413
84,80,-118.4,0.0,0.6696478204705644,8.556369152840167
84,90,-118.1,0.0,0.6369088258938781,8.777838982091962
84,100,-115.1,0.0,0.6057704364907278,8.42191304215277
84,110,-110.4,0.0,0.5761543988830038,9.239632782904074
84,120,-115.8,0.0,0.547986285490042,9.072179521869272
84,130,-116.0,0.0,0.5211953074858876,8.8697196118389
84,140,-66.0,30.0,0.49571413690105054,8.5233103880641
84,150,-92.9,30.0,0.47147873742168567,8.293530265954907
84,160,-65.0,30.0,0.4484282034609769,7.544855122617522
84,170,-110.5,0.0,0.42650460709830135,7.760001208570996
84,180,-125.7,0.0,0.40565285250151817,7.359169695114822
84,190,-114.7,0.0,0.3858205374665315,7.100938417555478
84,200,-73.0,20.0,0.3669578217261671,7.080081382618826
84,210,-1.3,60.0,0.34901730169741024,6.508429716638865
84,220,-27.3,40.0,0.33195389135223546,6.481365827138886
84,230,-113.4,0.0,0.3157247089126454,6.057421993631463
84,240,-10.4,50.0,0.30028896908517405,6.564176567802653
84,250,-31.3,40.0,0.285607880564032,5.593239960027627
84,260,-45.1,40.0,0.27164454854530906,5.978519549016468
84,270,31.4,70.0,0.2583638820072446,5.916468521079512
84,280,12.4,60.0,0.2457325055235537,5.895622360762337
84,290,33.5,70.0,0.23371867538818816,5.706826793633032
84,300,35.4,70.0,0.22229219984074702,5.049442099890374
84,310,42.9,70.0,0.21142436319205632,5.348519680674845
84,320,-61.9,20.0,0.2010878536592394,4.954583970061848
84,330,-57.5,20.0,0.1912566947289212,4.991335703947005
84,340,-100.8,0.0,0.18190617987607657,5.343531444469974
84,350,-100.9,0.0,0.1730128104744653,5.183750034514397
84,360,-15.1,40.0,0.16455423674261854,5.308274428511487
84,370,-36.2,30.0,0.15650920157696743,5.118131410784769
84,380,25.5,60.0,0.14885748713096328,5.061645261444777
84,390,45.3,70.0,0.14157986400593744,5.090087387249827
84,400,67.8,80.0,0.1346580429260134,5.08274362059329
84,410,-38.3,30.0,0.12807462877562611,5.764102341933741
84,420,5.0,50.0,0.12181307688414106,5.604104556098149
84,430,-36.3,30.0,0.11585765144771248,5.824963995817378
84,440,8.0,50.0,0.11019338598389174,5.6101537185094825
84,450,-55.2,20.0,0.10480604571960442,5.941295033566772
84,460,-98.5,0.0,0.0996820918179746,5.602526616340592
84,470,-97.8,0.0,0.09480864735409487,6.728911815524574
84,480,-125.2,70.0,0.09017346495423652,7.111293451303086
84,490,60.7,80.0,0.08576489601717459,6.920056939963241
84,500,94.6,90.0,0.08157186144027828,6.384030382302073
123,10,-158.7,0.0,0.9511101304657719,2.7112081771626464
123,20,-125.4,0.0,0.9046104802746175,4.639543117973067
123,30,-131.0,0.0,0.8603841919146962,6.011426694988046
123,40,-120.2,0.0,0.8183201210226743,6.314412529993625
123,50,-124.3,0.0,0.778312557068642,6.152718267219473
123,60,-103.8,10.0,0.7402609576967045,6.923133000475545
123,70,-136.9,0.0,0.7040696960536299,6.556019238631168
123,80,-98.9,10.0,0.6696478204705644,6.266817381700331
123,90,-103.8,10.0,0.6369088258938781,6.094578850259909
123,100,-119.9,0.0,0.6057704364907278,5.950854538122684
123,110,-133.2,0.0,0.5761543988830038,6.4909550116143135
123,120,-95.5,10.0,0.547986285490042,7.097850090493426
123,130,-100.1,10.0,0.5211953074858876,6.76743967174594
123,140,-37.7,40.0,0.49571413690105054,6.23018558936298
123,150,-79.4,20.0,0.47147873742168567,6.975876920473999
123,160,-114.1,0.0,0.4484282034609769,6.436113831828902
123,170,-59.6,30.0,0.42650460709830135,6.939324735962691
123,180,-36.3,40.0,0.40565285250151817,6.171415870807384
123,190,2.2,60.0,0.3858205374665315,6.039340215387974
123,200,-19.2,50.0,0.3669578217261671,5.902210961019474
123,210,-7.0,50.0,0.34901730169741024,5.661026651687927
123,220,-7.9,50.0,0.33195389135223546,6.101129066260169
123,230,58.9,80.0,0.3157247089126454,5.324266736468469
123,240,-46.7,30.0,0.30028896908517405,5.99188631582215
123,250,-47.8,30.0,0.285607880564032,6.564309773918656
123,260,42.1,70.0,0.27164454854530906,5.320692678037
123,270,100.1,100.0,0.2583638820072446,5.453350039860433
123,280,61.3,80.0,0.2457325055235537,5.4150110752983
123,290,86.4,90.0,0.23371867538818816,5.364279322984505
123,300,103.5,100.0,0.22229219984074702,5.360835905737208
123,310,45.1,70.0,0.21142436319205632,4.996438188683223
123,320,88.1,90.0,0.2010878536592394,5.194785260912903
123,330,46.7,70.0,0.1912566947289212,5.180475718616745
123,340,46.3,70.0,0.18190617987607657,5.54263270397671
123,350,67.6,80.0,0.1730128104744653,5.4155530648002355
123,360,69.0,80.0,0.16455423674261854,5.419321699775148
123,370,56.6,80.0,0.15650920157696743,5.244878059853908
123,380,90.3,90.0,0.14885748713096328,5.296625733281975
123,390,69.3,80.0,0.14157986400593744,4.967313177692576
123,400,70.5,80.0,0.1346580429260134,5.045610487898962
123,410,93.0,90.0,0.12807462877562611,5.2496505183771704
123,420,114.7,100.0,0.12181307688414106,5.073446167204234
123,430,26.6,60.0,0.11585765144771248,4.886785687479484
123,440,100.8,100.0,0.11019338598389174,4.5147505619676584
123,450,71.6,80.0,0.10480604571960442,5.01353045043574
123,460,48.2,70.0,0.0996820918179746,4.324361741475718
123,470,116.8,100.0,0.09480864735409487,4.5229556258639905
123,480,115.1,100.0,0.09017346495423652,4.436867649441733
123,490,98.1,100.0,0.08576489601717459,4.394622091888012
123,500,55.2,90.0,0.08157186144027828,4.370236975775297
